time,seconds_elapsed,z,y,x
1647770110818147800,0.00914794921875,0.6749708068966865,-0.5992816519230604,-0.7566559874147176
1647770110828199000,0.019198974609375,0.8921458233565092,-0.6506798307269811,-1.1579907627001405
1647770110838250000,0.02925,0.8841524865150451,-0.6180483117133379,-1.235029286456108
1647770110848300000,0.039300048828125,0.8227005312085152,-0.47610067793428895,-1.2123976218007504
1647770110858351000,0.04935107421875,0.49301791046559806,-0.4348404467850923,-1.0470467544719577
1647770110868402000,0.05940185546875,0.36493747399747367,-0.3907815248280763,-0.9513149284228682
1647770110878452000,0.069451904296875,0.2465162617564201,-0.4075806839376688,-0.9719492817811667
1647770110888503000,0.0795029296875,0.35782091999053955,-0.505330864071846,-1.016122623898089
1647770110898554000,0.08955419921875,0.5870037696301936,-0.668285630044341,-0.9777433550126851
1647770110908604000,0.09960400390625,0.6391419531464576,-0.7970739225208758,-0.8990596943981946
1647770110918655000,0.109655029296875,0.5312012183874845,-0.8497241472125053,-0.8923489447131753
1647770110928706000,0.1197060546875,0.48881812068819996,-0.8884919770240783,-1.0001249904297291
1647770110938756000,0.129756103515625,0.6756763248175383,-0.8444108432352543,-1.046751278656721
1647770110948807000,0.139806884765625,0.8968576543092727,-0.7679220623165368,-0.9335340647995471
1647770110958857000,0.14985693359375,0.9442425058186054,-0.7460778947770595,-0.7951384244136512
1647770110968908000,0.159907958984375,0.9551941079437732,-0.707870621457696,-0.7451528888866304
1647770110978959000,0.169958984375,0.8535276311486959,-0.7007587436258792,-0.6726701287388801
1647770110989009000,0.1800087890625,0.5857575689613819,-0.6747387517064809,-0.6304013050690292
1647770110999060000,0.19006005859375,0.26902269259691236,-0.6503828936070203,-0.5204498150095344
1647770111009111000,0.200111083984375,0.06294365516901015,-0.6335849035412072,-0.41380744949802756
1647770111019161000,0.2101611328125,0.009486205747723579,-0.6159925482273102,-0.4698214515343308
1647770111029212000,0.2202119140625,0.10694237137138843,-0.5495686497271061,-0.5606849408946931
1647770111039263000,0.230262939453125,0.3331616950303316,-0.5029430921524762,-0.571665330722928
1647770111049313000,0.24031298828125,0.5812684408485889,-0.5065063375920057,-0.5169361078001559
1647770111059364000,0.250364013671875,0.9439023140788078,-0.5290279660016298,-0.49649654636159535
1647770111069414000,0.260413818359375,1.4141197791934013,-0.6137041450291871,-0.4619314289368689
1647770111079465000,0.27046484375,1.843485593959689,-0.7207657588660716,-0.3330382147811353
1647770111089516000,0.28051611328125,2.0810878968983886,-0.8062368876636028,-0.1871849701319821
1647770111099566000,0.290566162109375,2.1318331647515296,-0.7935580233544111,-0.146587568539381
1647770111109617000,0.300616943359375,1.933531775587797,-0.8164572529047727,-0.18118395788520575
1647770111119668000,0.31066796875,1.630811396050453,-0.8332423834890127,-0.16934972770661114
1647770111129718000,0.320718017578125,1.3000778049498796,-0.7863035221815109,-0.19123349660411476
1647770111139769000,0.33076904296875,1.1988327684372664,-0.668304334744811,-0.2566553784549236
1647770111149820200,0.340820068359375,1.2455530185580252,-0.5367267038106918,-0.3134728058286011
1647770111159870000,0.350869873046875,1.211981588345766,-0.43139761285483835,-0.4170356177642941
1647770111169921000,0.360921142578125,1.182289045393467,-0.4191624006599188,-0.5553995843702927
1647770111179971000,0.37097119140625,1.1962626256883144,-0.46943829743564125,-0.5432216553205624
1647770111190022000,0.38102197265625,1.2520710221499205,-0.5148644160926342,-0.5093427300617098
1647770111200073000,0.391072998046875,1.310112876752019,-0.5669704509049653,-0.4747255901888013
1647770111210123000,0.401123046875,1.3450304608762262,-0.6385846115246415,-0.4323246645718813
1647770111220174000,0.411174072265625,1.2688602443873882,-0.7313195938453078,-0.48214624170884485
1647770111230225200,0.42122509765625,1.108779572546482,-0.8137479939460754,-0.5399237462863326
1647770111240275000,0.43127490234375,0.8603799812614917,-0.9130880736202001,-0.5453444561608135
1647770111250326000,0.441325927734375,0.694666271969676,-1.0121028668627143,-0.5825679791398346
1647770111260376800,0.451376953125,0.701650724029541,-1.1150737042546273,-0.6460702911049128
1647770111270427000,0.461427001953125,0.8671627732694148,-1.2723261669322847,-0.6515101440712809
1647770111280478000,0.47147802734375,1.1116250251054762,-1.4288476849868892,-0.6938854968555271
1647770111290528000,0.481528076171875,1.258821080932021,-1.5747987091884017,-0.7484606251951307
1647770111300579000,0.4915791015625,1.292272099635005,-1.790200870756805,-0.8203121747672557
1647770111310630100,0.501630126953125,1.2194897720187903,-1.9772537206754088,-1.0177416034020483
1647770111320680000,0.511679931640625,0.9084791185200214,-1.9671908840835093,-1.0666665239602326
1647770111330731000,0.52173095703125,0.4384299957096576,-1.8752175337851047,-1.0073115409329534
1647770111340781800,0.53178173828125,-0.011666472396254539,-1.7961428280264138,-0.9262614434480666
1647770111350831900,0.541831787109375,-0.41370296621024605,-1.7463199357151984,-0.7424980635289102
1647770111360883000,0.551883056640625,-0.9741384623885154,-1.7087036140263079,-0.4944548114009201
1647770111370934000,0.56193408203125,-1.5770447345495222,-1.627104065965116,-0.4033006685309112
1647770111380984000,0.571984130859375,-1.728989446207881,-1.4232675467669964,-0.39780039061419664
1647770111391035100,0.58203515625,-1.416897427213192,-1.414466985195875,-0.33498971417509016
1647770111401086200,0.592086181640625,-0.6710054103970527,-1.7508569946229458,-0.12436514227204024
1647770111411136000,0.602135986328125,0.2324485734373331,-2.0092241454318165,0.305986833987385
1647770111421186800,0.612186767578125,0.7718278375834227,-1.935946727775037,0.7915939567398279
1647770111431236900,0.62223681640625,0.8639251065224408,-1.64920629991889,1.2025626756805925
1647770111441288000,0.632287841796875,0.5865992804825305,-1.536934550218284,1.3634224421352148
1647770111451339000,0.642339111328125,0.16656828029453755,-1.533825478287041,1.3838982439309357
1647770111461389000,0.65238916015625,-0.0832148743033409,-1.3985226893499494,1.3325443426601589
1647770111471440100,0.662440185546875,-0.19592589220404624,-1.154959139919281,1.1632008254986255
1647770111481491200,0.6724912109375,-0.41017362304031846,-0.9897411051899194,0.9830532249238342
1647770111491541000,0.682541015625,-0.7103308740913867,-0.8472194709151982,0.8966795212633907
1647770111501591800,0.692591796875,-1.0852642569243907,-0.6026268706977367,0.8407851270187645
1647770111511643000,0.702642822265625,-1.4739391648620366,-0.22824995270371437,0.6956788100130855
1647770111521693000,0.71269287109375,-1.9411761528611182,0.019957623140513896,0.6678873514417558
1647770111531744000,0.722743896484375,-2.4228432327508926,0.13195523207485674,0.6482523113191128
1647770111541794000,0.7327939453125,-2.67937936874032,0.20855770250111816,0.4840541942220181
1647770111551845000,0.74284521484375,-2.6320500468105075,0.11264087527394294,0.28158874418139457
1647770111561896200,0.752896240234375,-2.040375947281718,-0.0821826086461544,0.1847293023418635
1647770111571946000,0.762946044921875,-0.8995213205605744,-0.3012815789058804,0.189662228699401
1647770111581996800,0.772996826171875,0.4964414551734924,-0.6153463592782616,0.3849305337775498
1647770111592047900,0.7830478515625,1.6453694982349871,-0.7155939091861248,0.7453720845952629
1647770111602098000,0.793097900390625,2.2651795589238404,-0.6982432536736131,1.0298354343648999
1647770111612149000,0.80314892578125,2.341524547457695,-0.7671376339405774,1.1454653353869915
1647770111622200000,0.813199951171875,1.801636749267578,-0.8691665143072604,1.1101886356268078
1647770111632250000,0.82325,0.9725403795421123,-0.8986676263406872,0.8356273058641701
1647770111642301200,0.83330126953125,0.3946183265119791,-0.8370046586319804,0.4994437057293951
1647770111652351700,0.843351806640625,0.18052841658592222,-0.6976368122130632,0.30687801067344844
1647770111662401800,0.85340185546875,0.06329612186849116,-0.5888888527244329,0.19825703856535254
1647770111672452900,0.863452880859375,0.035004677885770795,-0.44923692866712805,0.11287179795298724
